user_id,item_id,event_type,rating,day
128,11,purchase,,207
490,274,view,,216
458,34,view,,302
347,179,view,,217
432,86,view,,54
71,129,view,,1
57,25,trade,,263
63,8,trade,,211
284,213,view,,46
251,298,view,,6
265,224,purchase,3.0,75
304,241,view,,175
361,50,view,,21
210,131,view,,364
118,27,trade,3.0,271
489,108,view,,205
90,59,view,,289
223,155,wishlist,,346
182,207,purchase,5.0,104
62,150,view,,343
412,103,purchase,2.0,225
473,217,wishlist,,223
422,172,purchase,2.0,70
359,10,view,,136
207,51,view,,169
321,34,trade,5.0,301
249,23,wishlist,,19
11,135,purchase,5.0,282
35,289,trade,,323
357,3,view,,341
363,85,view,,312
312,269,view,,306
421,205,trade,4.0,252
328,20,view,,302
225,184,view,,284
384,184,wishlist,,50
77,160,wishlist,,248
246,92,view,,89
391,37,view,,352
496,209,purchase,5.0,58
313,4,view,,135
85,72,view,,239
27,262,trade,4.0,210
29,15,purchase,,132
49,280,wishlist,,42
121,282,purchase,4.0,299
230,58,view,,227
493,214,view,,320
301,261,view,,36
497,133,wishlist,,155
274,232,view,,182
268,107,purchase,5.0,259
192,5,view,,31
416,201,view,,242
164,43,trade,4.0,96
195,158,purchase,4.0,331
343,82,view,,255
346,139,trade,4.0,216
287,78,view,,200
297,245,purchase,3.0,22
302,56,view,,45
405,84,view,,22
254,128,view,,145
346,284,purchase,4.0,193
182,215,purchase,,337
344,59,view,,23
454,250,purchase,4.0,312
193,73,purchase,,219
14,201,view,,33
228,213,view,,197
73,156,purchase,4.0,322
209,50,view,,293
492,114,view,,204
273,99,purchase,,70
133,56,wishlist,,269
228,54,view,,319
427,172,view,,57
301,128,view,,307
328,105,purchase,4.0,109
244,1,view,,127
23,165,purchase,2.0,170
400,12,wishlist,,184
465,155,view,,134
64,162,view,,16
447,143,view,,290
214,29,view,,247
460,34,trade,4.0,132
305,29,view,,1
444,296,purchase,4.0,40
227,279,trade,5.0,115
430,95,wishlist,,320
193,280,view,,339
276,111,purchase,5.0,356
317,129,wishlist,,195
291,40,view,,301
134,26,view,,314
70,93,view,,351
400,168,view,,195
456,119,view,,242
41,32,view,,305
276,285,trade,3.0,160
128,45,view,,296
134,300,view,,248
4,130,purchase,5.0,69
153,130,view,,150
472,106,purchase,5.0,285
315,291,view,,167
405,120,view,,159
162,177,view,,226
175,1,purchase,,157
394,103,view,,259
413,205,view,,189
133,196,trade,,94
395,153,view,,203
324,201,view,,27
5,284,view,,95
61,135,view,,231
220,245,purchase,5.0,205
69,35,view,,53
41,49,view,,257
418,274,trade,,30
4,275,view,,242
302,263,view,,253
287,46,view,,304
452,228,wishlist,,6
477,229,view,,209
406,57,purchase,4.0,75
374,77,view,,270
129,261,view,,220
178,177,wishlist,,272
25,157,wishlist,,325
87,86,wishlist,,89
159,210,purchase,,257
167,186,trade,,137
25,184,view,,334
189,282,view,,74
446,60,view,,99
79,230,view,,275
315,252,purchase,,43
231,261,view,,105
125,204,purchase,,250
87,270,trade,3.0,350
87,244,view,,6
336,248,trade,,198
493,6,view,,365
326,211,purchase,,117
167,258,trade,2.0,117
170,157,view,,358
404,37,view,,202
226,104,view,,34
432,47,view,,130
470,150,view,,218
28,108,trade,,352
34,189,view,,360
402,11,purchase,,342
165,286,view,,274
234,263,purchase,,197
412,241,view,,300
271,105,wishlist,,353
307,180,view,,359
69,54,view,,230
349,166,view,,45
442,277,purchase,3.0,129
90,62,trade,,303
231,89,view,,52
78,282,view,,200
472,291,view,,88
265,26,purchase,3.0,108
86,33,trade,4.0,117
90,9,view,,267
198,204,view,,15
261,286,wishlist,,346
247,63,view,,42
419,154,view,,47
148,106,wishlist,,148
476,88,purchase,4.0,261
387,254,view,,281
329,169,view,,301
162,51,view,,101
376,9,view,,206
469,137,trade,5.0,168
488,195,view,,38
170,39,view,,342
200,39,view,,331
202,154,wishlist,,362
47,116,wishlist,,0
414,115,view,,314
419,138,trade,3.0,267
315,139,view,,280
104,60,view,,290
290,89,view,,235
402,126,view,,285
285,224,purchase,5.0,349
339,286,view,,15
190,220,view,,232
433,180,wishlist,,11
355,26,view,,44
68,265,trade,4.0,323
268,90,view,,154
41,6,trade,,292
189,38,trade,2.0,261
161,61,view,,233
149,71,view,,197
309,41,view,,344
409,283,view,,47
312,207,wishlist,,223
137,109,purchase,3.0,262
301,25,trade,,135
370,137,wishlist,,53
422,142,view,,23
164,294,view,,295
73,158,view,,0
364,257,view,,323
205,172,view,,27
236,64,view,,240
91,216,purchase,,143
3,281,view,,264
94,156,purchase,4.0,69
215,258,wishlist,,191
4,6,trade,,328
358,31,view,,294
191,92,trade,,55
418,144,view,,41
383,186,view,,225
28,70,view,,16
237,114,purchase,,2
490,274,view,,258
294,288,purchase,,116
416,232,purchase,3.0,303
285,128,view,,304
132,178,trade,5.0,45
492,155,view,,72
243,140,trade,5.0,36
19,12,view,,287
340,169,purchase,5.0,151
110,185,view,,268
392,124,view,,77
216,135,wishlist,,279
223,133,view,,301
281,256,wishlist,,153
477,49,view,,90
163,196,wishlist,,322
497,208,wishlist,,276
25,17,view,,227
475,19,view,,229
318,18,view,,203
82,77,purchase,4.0,17
277,167,view,,252
323,8,purchase,,119
52,52,view,,259
482,286,wishlist,,9
73,139,purchase,5.0,199
28,38,view,,12
208,190,wishlist,,161
419,138,purchase,3.0,90
1,70,view,,160
402,290,view,,30
6,216,trade,,25
41,175,view,,93
465,133,view,,316
174,122,view,,252
52,98,trade,3.0,281
26,188,purchase,,341
385,25,view,,201
148,111,wishlist,,6
105,23,view,,178
65,110,view,,259
314,286,view,,36
278,194,wishlist,,113
335,273,purchase,4.0,279
184,286,view,,191
352,59,view,,198
37,196,wishlist,,291
482,8,view,,219
483,281,view,,279
199,245,view,,356
459,176,view,,355
349,77,purchase,4.0,147
158,168,wishlist,,10
2,228,view,,80
172,92,view,,178
425,155,view,,194
161,129,view,,54
236,85,purchase,,338
485,42,view,,113
158,61,view,,16
293,176,trade,4.0,125
3,263,view,,124
8,38,view,,201
228,81,purchase,4.0,347
172,234,view,,288
285,279,view,,289
441,100,purchase,4.0,216
160,17,view,,123
215,91,trade,,72
235,182,view,,130
237,13,purchase,3.0,227
59,150,trade,5.0,281
4,75,purchase,5.0,331
408,210,view,,180
465,64,view,,250
371,183,purchase,5.0,57
258,207,view,,281
282,273,wishlist,,291
384,212,view,,353
49,107,view,,25
385,174,wishlist,,245
274,111,view,,192
312,261,wishlist,,245
461,237,view,,159
444,42,wishlist,,70
87,245,view,,27
91,256,view,,65
321,118,view,,79
31,143,view,,142
336,91,wishlist,,268
383,204,wishlist,,184
296,120,purchase,,321
377,12,purchase,,141
480,77,view,,67
67,255,view,,65
357,125,view,,99
22,67,view,,213
172,209,view,,100
2,36,view,,304
119,226,view,,182
204,50,purchase,3.0,36
351,91,wishlist,,45
213,32,view,,193
443,259,wishlist,,298
384,112,view,,14
135,92,view,,198
201,247,view,,103
481,221,view,,28
188,161,wishlist,,213
431,202,view,,20
197,198,wishlist,,43
293,175,view,,30
156,260,trade,2.0,335
19,212,view,,100
351,105,purchase,5.0,176
5,272,view,,232
98,63,view,,222
452,46,view,,75
131,176,purchase,,175
482,165,view,,77
52,223,purchase,,273
377,33,purchase,,75
328,85,wishlist,,364
44,243,purchase,3.0,102
287,126,wishlist,,144
485,59,wishlist,,341
30,99,view,,133
487,16,trade,4.0,40
362,271,view,,14
192,137,view,,239
399,289,purchase,3.0,232
206,286,purchase,,325
172,185,wishlist,,223
190,114,view,,304
398,46,view,,143
65,125,view,,11
275,7,purchase,,316
470,261,view,,174
95,74,view,,190
295,135,trade,3.0,122
7,181,view,,188
398,61,view,,197
63,147,view,,341
489,202,purchase,5.0,80
482,69,view,,162
454,37,view,,211
113,193,view,,348
463,258,purchase,,253
482,172,wishlist,,72
478,175,purchase,5.0,285
144,70,view,,336
144,91,view,,258
409,164,trade,,347
256,172,view,,83
446,17,purchase,4.0,174
449,76,view,,227
237,181,view,,349
166,83,view,,57
143,24,wishlist,,322
359,62,trade,,32
13,189,view,,265
338,19,view,,77
248,92,purchase,1.0,95
164,76,view,,13
310,294,purchase,,111
391,242,purchase,4.0,84
466,42,view,,318
178,26,view,,200
91,14,purchase,4.0,323
439,120,view,,191
495,232,wishlist,,337
350,92,view,,77
328,237,view,,358
316,155,purchase,3.0,147
187,114,trade,3.0,116
217,233,view,,17
241,46,purchase,4.0,261
96,230,trade,5.0,258
414,76,view,,50
8,77,view,,181
331,284,view,,285
348,131,purchase,,252
342,223,wishlist,,134
274,207,view,,166
227,68,view,,110
354,73,wishlist,,364
261,74,trade,4.0,78
178,26,purchase,,350
324,92,purchase,3.0,29
194,237,wishlist,,172
109,30,wishlist,,124
427,246,wishlist,,125
35,59,view,,139
204,252,view,,120
4,55,view,,286
487,78,purchase,5.0,6
455,97,trade,4.0,338
30,124,purchase,4.0,242
337,31,view,,141
405,249,view,,291
38,35,view,,219
369,33,purchase,,175
169,14,purchase,,295
370,126,purchase,3.0,254
184,31,view,,0
416,109,view,,81
342,259,view,,338
46,18,wishlist,,292
125,221,wishlist,,317
207,276,view,,289
489,100,view,,218
252,119,view,,308
395,225,purchase,,14
236,296,wishlist,,273
319,253,view,,326
480,184,purchase,,357
355,23,purchase,,195
169,15,wishlist,,344
372,172,view,,63
75,44,purchase,4.0,12
397,272,view,,144
289,194,view,,364
26,224,wishlist,,237
203,256,purchase,3.0,205
153,251,wishlist,,45
215,198,wishlist,,218
354,132,wishlist,,16
12,103,view,,112
241,235,wishlist,,289
219,196,view,,56
452,240,view,,291
357,167,view,,355
190,11,view,,179
57,81,view,,345
106,105,wishlist,,160
315,199,purchase,4.0,144
212,106,view,,169
386,115,purchase,5.0,131
403,281,view,,62
203,282,purchase,,124
427,133,view,,230
146,114,wishlist,,135
9,204,trade,,87
75,250,view,,215
66,143,purchase,3.0,294
343,268,purchase,,51
128,8,wishlist,,292
229,77,view,,245
390,179,view,,265
179,206,view,,241
410,235,trade,3.0,5
22,213,trade,5.0,32
76,115,purchase,,72
460,183,view,,58
105,237,view,,201
443,215,purchase,4.0,298
173,137,wishlist,,284
482,41,wishlist,,312
112,134,purchase,3.0,96
133,187,view,,43
38,283,purchase,5.0,104
152,98,trade,3.0,343
380,111,view,,234
150,192,view,,55
10,261,purchase,5.0,354
346,203,trade,5.0,14
17,133,purchase,,291
441,57,view,,334
46,197,view,,146
33,100,wishlist,,154
107,30,view,,274
407,188,wishlist,,83
83,144,view,,173
93,116,purchase,,81
102,53,purchase,4.0,69
9,138,purchase,5.0,104
450,11,view,,129
210,19,purchase,4.0,219
402,11,view,,218
73,178,trade,4.0,29
89,223,view,,40
483,119,purchase,4.0,132
418,119,view,,138
367,68,view,,276
152,27,view,,83
491,296,view,,26
452,170,trade,,132
339,237,purchase,,243
329,227,view,,133
212,276,wishlist,,93
474,228,view,,277
117,203,view,,346
241,207,view,,32
93,211,view,,299
401,174,view,,273
145,260,purchase,4.0,126
249,55,view,,39
407,52,view,,24
62,230,view,,356
178,284,view,,314
26,38,view,,25
442,150,purchase,,115
307,53,purchase,,128
356,194,purchase,,56
253,89,view,,252
485,98,view,,285
233,6,view,,148
77,201,view,,347
165,106,purchase,,98
466,9,purchase,,103
500,149,view,,9
157,294,view,,306
298,7,view,,10
412,163,purchase,5.0,259
351,295,trade,4.0,349
230,291,purchase,4.0,218
325,63,wishlist,,306
380,97,view,,231
472,88,trade,5.0,183
291,190,view,,204
179,81,trade,4.0,334
189,126,view,,146
60,283,wishlist,,210
112,168,view,,340
359,104,view,,237
343,79,purchase,5.0,318
371,98,view,,193
39,166,purchase,4.0,342
283,126,view,,54
115,262,wishlist,,22
140,114,purchase,4.0,328
43,42,view,,88
401,123,view,,57
365,81,wishlist,,278
214,166,view,,4
54,57,view,,134
285,119,view,,156
385,2,view,,198
91,189,wishlist,,254
227,264,view,,160
267,253,purchase,4.0,204
384,38,purchase,,111
152,57,purchase,,223
415,43,view,,8
157,34,view,,313
130,253,wishlist,,144
376,273,wishlist,,290
396,58,view,,314
229,199,purchase,3.0,313
143,279,view,,82
264,23,purchase,3.0,112
449,114,view,,352
382,4,view,,178
480,54,view,,99
279,277,view,,164
324,100,view,,271
461,6,wishlist,,283
353,173,trade,,337
399,208,view,,230
204,239,view,,234
388,149,wishlist,,90
433,101,wishlist,,256
313,105,view,,247
209,43,view,,325
59,278,wishlist,,206
91,61,view,,282
157,56,view,,38
98,166,trade,5.0,115
368,26,purchase,,114
179,237,purchase,,32
271,16,view,,246
253,36,view,,322
371,288,view,,325
461,268,view,,334
417,43,purchase,4.0,227
490,209,wishlist,,355
57,254,view,,273
330,268,view,,338
255,11,wishlist,,77
360,196,purchase,,273
197,182,purchase,2.0,165
230,291,view,,289
457,176,view,,308
140,27,trade,,69
297,12,view,,321
244,234,view,,155
33,294,purchase,4.0,287
2,300,view,,351
349,231,view,,316
436,177,view,,260
100,259,trade,4.0,236
125,168,view,,322
176,61,wishlist,,149
398,24,view,,161
6,86,purchase,4.0,201
449,279,view,,16
84,271,view,,204
149,27,view,,278
92,270,view,,266
54,1,purchase,4.0,284
98,22,view,,156
342,283,view,,304
378,26,purchase,4.0,121
8,264,trade,,24
1,186,purchase,,206
53,175,purchase,3.0,183
199,231,view,,289
99,278,purchase,,150
222,22,view,,245
468,10,purchase,5.0,82
213,18,view,,323
385,249,wishlist,,62
25,123,view,,129
68,14,view,,140
341,165,purchase,,191
85,15,view,,64
60,108,purchase,4.0,244
71,135,trade,4.0,92
64,144,view,,325
332,168,trade,5.0,157
246,156,view,,350
403,178,view,,223
168,130,view,,160
4,15,wishlist,,147
171,112,view,,359
425,29,view,,127
202,99,wishlist,,34
476,242,view,,327
74,123,view,,217
396,166,purchase,5.0,364
346,156,view,,299
343,224,view,,160
52,223,view,,188
315,61,view,,26
271,25,view,,306
48,173,view,,241
118,110,view,,72
153,297,purchase,,151
58,237,view,,297
154,293,view,,133
149,105,view,,118
251,27,view,,63
272,78,wishlist,,35
353,267,view,,307
94,18,view,,259
274,286,view,,89
246,67,view,,284
223,189,view,,92
63,139,view,,338
109,116,view,,262
26,44,view,,351
245,135,wishlist,,254
45,227,purchase,,303
415,36,wishlist,,114
108,70,purchase,4.0,192
323,135,wishlist,,174
27,272,purchase,5.0,18
58,233,view,,295
9,102,trade,,174
84,71,view,,209
340,217,view,,150
200,245,trade,4.0,343
315,299,view,,87
288,190,trade,,168
326,179,trade,4.0,265
380,284,view,,73
37,269,view,,275
312,293,trade,,153
271,244,wishlist,,236
8,298,view,,134
474,74,trade,,105
218,102,view,,200
268,90,purchase,,107
271,225,trade,4.0,41
296,265,trade,4.0,172
296,7,purchase,,293
323,54,view,,295
25,81,purchase,5.0,216
300,234,view,,336
161,276,trade,,237
493,164,view,,344
203,78,view,,123
404,3,view,,272
65,243,view,,330
444,48,view,,218
22,283,view,,273
409,265,purchase,5.0,167
32,154,view,,236
106,145,wishlist,,271
255,191,view,,225
41,178,view,,306
206,47,view,,316
31,171,view,,220
47,126,view,,126
45,177,trade,5.0,249
291,145,trade,5.0,194
149,243,purchase,,260
467,172,view,,14
438,298,view,,332
194,125,wishlist,,151
91,159,trade,4.0,360
350,8,wishlist,,319
357,167,purchase,3.0,274
447,154,view,,135
22,64,view,,342
287,79,view,,109
5,241,view,,216
69,261,wishlist,,134
325,110,view,,270
387,169,trade,,294
211,33,view,,205
134,300,purchase,,1
292,142,view,,142
481,208,trade,,179
58,122,trade,,275
384,70,trade,2.0,136
455,193,trade,,61
404,170,trade,,17
104,86,purchase,,33
260,155,view,,333
383,246,view,,119
110,255,view,,7
425,53,purchase,,318
468,165,view,,326
448,10,view,,65
203,131,trade,,134
35,89,wishlist,,119
458,10,purchase,2.0,236
69,248,view,,10
29,254,purchase,,139
52,85,view,,122
431,40,view,,247
366,49,wishlist,,73
74,279,wishlist,,14
301,286,view,,199
131,295,view,,93
91,188,trade,,94
149,298,wishlist,,330
345,181,view,,273
425,15,view,,195
270,253,view,,243
7,232,view,,334
87,279,view,,17
17,111,view,,212
370,189,view,,209
491,13,view,,238
244,12,view,,253
125,270,purchase,5.0,236
111,37,view,,17
336,91,view,,104
277,290,view,,260
242,200,view,,95
62,106,view,,363
397,132,trade,,56
292,221,wishlist,,35
243,233,view,,125
209,50,trade,,150
439,68,view,,73
48,13,view,,92
110,139,trade,2.0,340
374,125,view,,228
409,93,view,,11
107,185,purchase,4.0,48
116,241,view,,333
239,159,purchase,4.0,346
69,134,trade,4.0,276
180,30,view,,54
295,148,wishlist,,274
298,47,view,,220
277,147,purchase,,211
131,183,trade,,263
346,119,view,,30
465,276,view,,233
133,99,view,,336
286,290,view,,16
252,276,purchase,5.0,153
23,201,purchase,,103
202,71,trade,,117
143,270,view,,229
484,259,view,,114
294,211,view,,221
96,8,view,,85
103,252,purchase,,7
184,1,wishlist,,111
2,27,view,,192
128,207,view,,303
57,1,view,,292
394,47,view,,60
208,12,purchase,,47
197,50,trade,5.0,253
104,298,purchase,,295
373,255,view,,4
278,173,view,,42
483,281,view,,132
199,12,view,,305
418,264,view,,112
128,37,purchase,4.0,228
43,268,wishlist,,162
48,188,purchase,,168
257,225,wishlist,,158
77,97,purchase,,340
7,118,view,,122
143,13,view,,192
484,171,view,,360
140,222,view,,27
49,21,view,,329
370,78,purchase,4.0,46
353,47,purchase,4.0,305
473,1,view,,200
73,149,view,,35
255,133,wishlist,,239
117,184,purchase,3.0,159
82,114,view,,232
9,33,view,,48
396,96,purchase,5.0,281
60,294,view,,90
403,94,view,,9
147,173,view,,16
32,56,view,,135
219,24,view,,287
125,168,view,,45
371,90,view,,65
291,219,view,,45
65,101,wishlist,,191
6,234,view,,166
115,133,view,,23
497,91,wishlist,,225
215,154,view,,12
55,149,view,,187
256,105,wishlist,,158
252,133,view,,285
493,90,wishlist,,273
87,106,trade,,64
423,102,view,,1
261,228,purchase,5.0,179
478,198,wishlist,,66
142,227,wishlist,,209
437,202,wishlist,,138
405,285,view,,41
340,58,purchase,5.0,18
212,56,trade,5.0,289
248,75,view,,160
443,50,view,,157
372,185,view,,56
78,248,purchase,,309
378,84,view,,294
403,113,purchase,5.0,144
330,64,view,,363
314,72,view,,41
272,157,view,,342
220,90,view,,300
404,229,trade,,270
265,236,view,,11
208,288,view,,50
419,14,view,,82
418,160,view,,142
43,96,view,,15
61,27,view,,270
218,139,view,,51
366,259,view,,29
104,273,view,,304
229,264,purchase,,25
42,52,view,,6
108,233,trade,4.0,353
255,239,trade,3.0,23
400,199,wishlist,,79
390,182,purchase,,26
370,61,purchase,5.0,325
239,169,wishlist,,4
322,104,wishlist,,174
115,50,purchase,4.0,85
286,253,view,,1
242,187,purchase,4.0,116
240,218,view,,14
283,61,trade,5.0,79
67,197,view,,251
397,64,view,,116
21,114,purchase,5.0,3
94,281,view,,281
188,239,wishlist,,256
17,114,purchase,4.0,69
110,96,view,,62
201,155,purchase,,282
181,133,view,,241
11,196,purchase,4.0,223
318,86,purchase,,186
357,73,view,,28
377,226,wishlist,,74
199,192,wishlist,,111
102,122,wishlist,,80
145,58,purchase,,295
71,76,view,,112
13,28,purchase,,38
417,135,view,,51
189,194,view,,186
391,282,wishlist,,357
149,275,view,,341
445,169,view,,281
47,140,view,,60
451,256,view,,79
252,263,purchase,5.0,62
164,185,view,,56
71,32,wishlist,,252
169,69,view,,190
392,45,view,,132
80,27,trade,,236
83,160,view,,151
403,221,purchase,,143
217,240,view,,183
34,6,view,,31
424,59,view,,134
387,285,wishlist,,117
247,17,view,,249
163,120,view,,95
455,21,trade,4.0,166
362,70,view,,82
289,181,trade,5.0,270
207,231,view,,264
427,25,view,,219
129,252,purchase,5.0,105
74,29,wishlist,,361
106,107,purchase,,205
244,43,view,,64
112,221,purchase,,310
27,10,trade,3.0,267
202,120,view,,355
172,121,view,,177
404,233,wishlist,,309
396,120,purchase,,167
306,220,wishlist,,4
161,222,purchase,5.0,29
378,292,wishlist,,255
364,66,view,,39
301,15,view,,269
133,76,view,,206
384,234,purchase,4.0,361
91,267,view,,52
55,238,trade,,250
219,211,view,,84
30,81,purchase,4.0,58
148,230,view,,283
120,81,wishlist,,217
490,62,purchase,,95
16,212,wishlist,,291
407,43,wishlist,,136
95,75,view,,39
32,32,wishlist,,230
238,10,wishlist,,41
205,229,wishlist,,20
455,4,wishlist,,149
299,94,view,,234
94,163,view,,114
437,248,view,,288
143,222,wishlist,,284
3,34,purchase,,166
134,132,purchase,,281
167,207,view,,309
116,76,wishlist,,252
93,33,view,,293
61,114,view,,24
153,289,trade,4.0,220
368,133,purchase,,232
442,293,view,,105
302,234,view,,0
259,223,view,,1
215,187,trade,,11
87,7,purchase,,289
492,88,purchase,4.0,39
463,145,wishlist,,121
318,106,view,,17
300,56,view,,98
127,2,wishlist,,125
184,41,trade,,169
177,31,view,,115
173,299,purchase,,115
438,261,trade,,145
356,100,trade,2.0,83
151,202,wishlist,,303
219,236,view,,288
383,119,view,,137
386,91,wishlist,,29
228,202,view,,313
308,7,view,,124
496,62,view,,235
159,109,view,,7
197,122,purchase,4.0,229
176,55,purchase,3.0,228
39,52,view,,118
370,162,wishlist,,140
243,247,wishlist,,322
470,154,view,,72
360,229,view,,117
14,207,view,,272
463,48,view,,97
86,33,view,,117
441,1,view,,138
108,72,view,,327
54,296,trade,4.0,226
249,237,purchase,4.0,309
499,161,wishlist,,78
498,260,view,,130
322,165,purchase,5.0,56
303,11,view,,277
248,165,view,,195
425,52,wishlist,,87
302,276,view,,183
447,34,view,,239
367,146,wishlist,,140
30,171,purchase,,183
377,102,trade,5.0,164
359,216,view,,88
10,137,view,,64
338,68,view,,110
442,164,purchase,2.0,299
201,78,view,,179
5,274,view,,339
479,90,trade,,228
89,126,purchase,5.0,92
331,105,trade,5.0,140
45,65,purchase,,310
360,215,view,,355
228,184,view,,134
471,176,trade,3.0,297
185,21,view,,145
332,218,view,,38
26,44,purchase,4.0,102
276,81,view,,237
48,189,view,,2
356,27,wishlist,,73
237,29,view,,143
205,215,trade,4.0,223
446,160,view,,269
366,6,view,,166
117,113,view,,46
228,76,wishlist,,344
57,98,trade,3.0,329
480,133,view,,47
495,49,wishlist,,50
200,142,view,,100
236,222,purchase,5.0,185
245,17,view,,354
107,150,view,,23
420,75,trade,4.0,174
52,187,view,,44
428,290,view,,153
358,278,view,,286
113,115,trade,5.0,254
87,116,view,,171
408,235,view,,130
230,24,view,,150
396,148,view,,70
215,18,view,,239
89,263,purchase,3.0,334
7,2,purchase,3.0,172
321,247,purchase,4.0,46
201,121,view,,302
309,24,purchase,4.0,273
40,202,view,,250
434,174,purchase,5.0,233
259,268,view,,108
235,267,view,,277
386,220,wishlist,,179
450,196,trade,4.0,198
387,291,wishlist,,34
189,62,view,,264
383,11,wishlist,,76
232,211,view,,56
6,158,view,,357
233,219,view,,148
500,183,trade,4.0,172
461,101,view,,217
304,62,view,,247
331,128,view,,207
242,62,view,,69
94,216,view,,243
467,108,trade,,262
232,132,view,,111
258,24,view,,105
294,157,purchase,5.0,263
356,279,wishlist,,12
380,166,trade,,326
155,105,trade,,30
135,212,trade,,279
443,216,view,,208
201,19,trade,3.0,83
296,8,view,,297
298,244,trade,3.0,290
418,89,view,,287
79,125,wishlist,,104
396,238,view,,3
274,248,view,,134
88,159,view,,105
368,199,purchase,,44
346,168,view,,327
308,33,view,,289
313,231,view,,194
307,188,trade,3.0,1
189,126,wishlist,,139
119,293,purchase,5.0,125
416,79,trade,,38
239,58,view,,257
441,198,purchase,,138
340,84,view,,330
271,28,view,,333
436,293,wishlist,,336
73,262,view,,0
103,24,view,,27
480,52,view,,152
22,24,view,,262
323,242,purchase,,33
233,52,view,,307
485,59,purchase,,153
432,286,wishlist,,338
436,67,view,,337
297,290,view,,331
240,44,view,,276
2,299,purchase,,197
440,285,view,,67
8,67,trade,4.0,61
234,95,wishlist,,215
100,142,view,,111
167,196,purchase,5.0,129
172,249,wishlist,,41
92,224,view,,338
477,52,view,,191
111,11,purchase,,79
490,190,view,,93
283,292,view,,360
31,199,purchase,4.0,67
471,125,view,,68
433,158,view,,181
114,257,view,,40
359,200,trade,,142
348,157,wishlist,,359
140,262,view,,60
181,292,view,,255
128,114,wishlist,,204
211,108,wishlist,,118
220,171,trade,,319
497,98,purchase,4.0,297
159,194,wishlist,,341
464,240,view,,131
96,184,view,,210
289,32,view,,203
38,292,purchase,5.0,176
194,231,wishlist,,307
337,281,view,,164
385,285,wishlist,,204
285,250,view,,312
96,205,view,,62
127,80,view,,128
459,91,view,,102
309,100,wishlist,,306
44,59,view,,15
3,149,view,,334
338,176,view,,315
371,35,wishlist,,156
380,97,wishlist,,145
375,37,view,,60
9,270,purchase,5.0,325
432,41,view,,313
277,141,trade,5.0,81
381,70,view,,5
169,64,view,,93
120,97,view,,248
219,46,purchase,5.0,317
206,170,wishlist,,279
472,18,purchase,,205
274,1,view,,337
187,1,view,,209
210,182,view,,170
246,158,trade,5.0,126
408,252,view,,363
84,63,purchase,5.0,316
162,50,view,,254
251,89,view,,179
32,43,trade,,91
495,207,view,,318
382,37,purchase,4.0,99
108,76,view,,94
415,152,view,,229
147,3,trade,4.0,13
228,274,view,,65
397,25,wishlist,,2
355,212,view,,311
37,18,wishlist,,352
286,183,view,,355
123,86,wishlist,,303
178,174,view,,130
19,20,purchase,3.0,0
177,20,purchase,,164
459,134,view,,317
201,122,purchase,4.0,203
25,195,view,,145
6,11,purchase,4.0,159
61,8,wishlist,,127
310,280,view,,41
412,267,view,,195
202,21,view,,190
469,284,view,,142
322,11,purchase,3.0,6
78,91,purchase,5.0,195
145,144,wishlist,,121
176,68,view,,97
310,154,view,,10
258,28,trade,,249
22,295,view,,21
306,218,purchase,5.0,314
48,267,trade,,144
444,31,view,,74
416,73,view,,275
142,20,view,,204
124,73,view,,335
207,276,trade,,81
76,124,purchase,4.0,3
244,142,view,,142
152,30,wishlist,,347
457,38,wishlist,,100
41,34,view,,37
422,169,purchase,5.0,215
449,199,wishlist,,67
447,115,view,,295
193,187,view,,6
71,38,purchase,2.0,66
192,260,view,,198
265,106,wishlist,,26
202,231,view,,222
425,15,view,,271
455,193,view,,4
320,57,view,,110
301,48,wishlist,,30
413,15,view,,69
12,96,view,,102
393,190,purchase,,187
119,295,purchase,4.0,200
22,291,view,,68
442,179,wishlist,,252
479,186,view,,139
323,72,view,,146
383,286,view,,146
474,69,view,,8
323,266,purchase,4.0,179
272,180,trade,3.0,207
81,190,view,,252
316,77,purchase,4.0,120
497,53,trade,,158
278,133,view,,229
443,230,view,,207
9,127,trade,4.0,258
187,202,wishlist,,348
3,135,purchase,,46
217,55,view,,27
178,12,view,,91
131,99,view,,167
158,138,view,,192
496,258,view,,49
349,240,purchase,5.0,235
64,267,view,,329
478,295,view,,222
494,154,trade,4.0,109
220,49,purchase,3.0,165
366,117,purchase,5.0,202
281,192,purchase,4.0,95
497,270,purchase,,45
278,252,view,,328
52,85,view,,184
222,86,view,,73
354,246,view,,349
69,283,view,,132
21,154,wishlist,,164
123,203,wishlist,,235
193,175,purchase,5.0,224
243,82,view,,273
445,94,view,,122
352,200,view,,352
1,96,view,,89
265,41,view,,152
254,240,purchase,4.0,311
5,248,view,,164
442,139,purchase,3.0,199
30,227,view,,291
354,63,view,,113
64,256,trade,,125
110,71,trade,4.0,320
372,66,view,,239
240,35,view,,259
359,204,view,,152
374,212,view,,285
186,158,trade,5.0,160
87,243,view,,322
148,18,purchase,,152
373,213,view,,345
332,243,trade,5.0,85
220,55,view,,1
432,82,view,,20
126,98,trade,,182
325,207,wishlist,,134
485,20,view,,229
137,255,purchase,5.0,267
474,300,purchase,,362
143,40,view,,361
260,181,purchase,,160
8,107,view,,213
397,152,view,,67
382,220,view,,195
52,85,purchase,4.0,273
413,48,view,,147
288,117,view,,2
359,200,view,,357
